is_female,study_hours_per_day,attendance_percentage,assignment_score,midterm_score,final_exam_score,participation_score,sleep_hours,target
0,07.04,81.21,31.78,44.89,73.44,71.05,5.7,58.508
1,5.22,63.61,94.83,62.93,30.91,64.36,5.11,5.831
0,4.12,86.43,98.8,92.34,75.88,88.27,5.74,8.687
1,8.76,98.46,54.79,71.36,79.68,67.34,4.24,73.266
1,8.69,56.27,37.5,84.15,80.54,86.38,8.84,709.915
0,1.2,82.18,76.1,70.05,69.42,23.89,7.7,676.365
1,6.49,95.71,32.09,77.33,79.0,88.0,05.07,717.715
0,4.31,81.18,63.77,57.43,74.72,99.37,5.28,7.131
0,4.74,80.87,49.02,94.45,38.09,69.54,8.96,61.789
1,8.49,53.43,63.13,62.65,92.89,97.87,7.84,75.93
0,3.79,72.11,31.28,66.38,73.59,29.79,6.13,587.975
1,9.49,73.75,33.61,64.37,80.95,84.64,05.03,66.986
0,2.62,82.01,31.12,48.71,54.0,25.21,4.2,480.235
0,6.96,99.81,73.34,42.34,94.35,56.43,7.35,7.389
0,07.05,42.02,69.21,30.54,65.18,69.76,7.9,55.467
1,3.27,43.91,46.32,78.86,77.53,69.42,4.54,674.475
0,3.92,44.68,75.27,46.7,96.65,70.38,04.01,720.625
1,8.51,84.58,91.89,54.19,94.13,38.88,5.79,77.217
0,7.86,48.18,49.41,93.99,75.14,97.63,7.34,742.595
0,3.96,77.35,88.24,67.48,41.6,10.59,8.62,57.872
1,5.81,59.48,76.38,32.28,96.54,65.89,8.4,69.672
1,1.56,67.44,32.37,84.97,98.89,87.95,7.44,77.867
1,2.88,52.94,56.26,44.21,37.24,90.2,08.07,496.525
1,5.37,91.97,65.54,66.45,61.52,74.82,5.78,679.315
1,1.77,75.17,81.22,63.25,68.38,61.73,5.23,6.967
0,8.59,96.67,50.1,42.86,36.45,51.16,4.62,482.755
0,7.46,74.48,98.79,33.68,43.28,50.46,4.91,5.582
1,9.49,47.43,77.92,40.84,67.64,48.26,8.81,59.37
0,7.24,50.25,56.1,32.3,97.42,72.99,8.65,6.571
0,9.46,99.34,36.79,45.67,31.95,75.81,4.23,47.473
0,5.99,83.53,42.7,99.8,93.87,56.33,6.35,803.305
1,6.4,42.96,64.13,55.16,92.9,76.67,5.87,7.109
0,9.79,82.23,64.63,89.79,90.0,57.56,7.26,8.85
0,6.78,64.73,83.74,66.19,56.43,18.76,5.64,61.395
0,1.28,58.43,80.83,74.99,64.36,86.65,5.4,719.475
1,7.51,49.24,44.09,36.73,58.25,88.34,08.05,5.214
0,9.15,90.39,71.65,45.61,96.33,33.98,8.74,71.885
0,8.16,43.83,31.44,63.28,66.49,80.78,05.01,578.405
1,6.25,57.39,57.9,91.09,35.64,56.01,5.18,581.665
1,07.04,58.38,83.49,28.22,49.18,21.16,6.1,48.919
0,9.91,49.65,57.97,63.02,62.34,45.82,7.53,58.715
0,1.82,70.49,88.49,28.83,96.75,16.89,4.84,67.506
1,07.01,40.7,98.33,59.26,69.83,80.78,6.34,710.695
1,3.55,58.06,72.5,72.17,78.73,27.66,8.2,68.67
1,6.76,96.02,40.15,80.85,36.2,24.8,5.17,529.945
1,6.47,58.63,56.58,35.39,91.41,28.77,4.24,60.897
1,2.38,61.63,30.66,37.49,67.73,30.35,8.53,48.408
1,2.86,68.39,72.19,60.25,94.49,70.66,7.94,7.647
1,6.59,73.7,87.51,99.85,61.18,67.47,7.49,779.945
0,2.15,88.52,74.1,51.7,77.82,21.64,4.44,65.998
1,3.39,51.42,85.03,57.06,62.96,75.2,8.5,6.596
1,8.52,92.3,85.99,57.43,39.98,41.42,5.53,58.920
0,3.94,85.45,89.57,31.05,49.04,51.17,05.06,565.025
1,5.39,83.36,48.67,83.06,34.71,21.24,6.44,531.075
1,9.47,45.21,90.99,43.98,60.82,73.78,8.61,62.379
0,03.04,41.3,75.79,77.78,75.45,43.86,8.97,695.265
1,4.51,75.64,50.28,60.63,47.06,66.89,07.07,559.375
0,6.46,91.79,99.11,70.88,64.33,48.45,8.78,740.815
0,7.8,75.07,96.51,29.05,62.13,14.4,6.27,57.257
0,9.11,52.79,70.21,91.75,67.34,73.31,4.15,731.585
0,9.24,45.43,89.02,43.29,42.92,59.73,5.38,541.645
1,7.99,81.98,48.3,75.26,67.38,49.08,5.51,65.164
0,03.05,83.31,59.12,84.85,55.49,28.14,7.91,63.603
0,1.22,50.35,42.88,65.5,50.02,66.19,4.62,54.111
1,4.45,41.69,66.41,50.3,71.02,34.77,4.87,58.36
0,2.27,64.5,64.72,98.34,40.36,48.63,07.07,62.968
0,7.39,74.96,44.9,45.88,93.05,15.08,4.65,620.215
0,6.95,82.36,77.1,96.15,95.44,79.91,6.48,8.908
0,1.4,88.6,38.25,36.72,76.24,18.1,4.18,54.184
1,8.53,76.63,34.32,54.19,51.22,90.18,7.34,55.19
0,3.24,46.65,56.94,35.39,73.82,88.08,8.54,595.455
1,4.89,80.95,58.69,25.17,72.11,97.4,8.37,61.104
1,07.01,99.05,52.38,44.52,57.39,91.76,4.37,607.735
0,4.86,94.34,48.06,31.54,50.11,97.43,6.96,54.212
0,4.97,92.3,53.71,98.98,41.79,89.85,4.52,683.285
0,1.59,58.13,41.44,82.12,45.22,20.13,4.27,52.471
0,4.61,85.05,58.24,25.28,75.71,49.39,07.05,579.105
1,7.88,91.07,93.32,41.77,92.01,16.85,6.86,72.102
1,9.24,80.7,45.71,75.26,56.95,59.08,4.47,618.675
1,4.72,55.03,77.91,54.89,38.53,57.68,5.8,54.061
0,4.81,97.23,39.92,87.39,30.9,93.0,5.58,596.695
1,7.32,67.05,54.77,62.86,58.41,97.27,5.71,635.445
0,9.48,47.79,52.48,74.02,46.28,33.37,5.67,53.315
0,3.4,46.59,95.59,69.78,52.58,62.41,8.12,65.866
0,4.96,78.85,59.96,72.86,46.92,51.8,5.77,59.694
0,8.16,66.26,78.33,42.26,76.49,59.21,5.65,655.495
0,6.49,45.67,72.17,53.0,74.7,57.86,4.15,64.182
1,2.0,84.42,39.87,28.8,93.86,92.27,7.95,6.569
1,6.65,87.96,95.77,69.07,78.98,90.65,7.3,819.255
0,2.68,83.52,54.21,59.44,41.55,21.05,5.71,50.701
1,5.59,52.14,33.13,82.05,82.61,41.06,6.26,65.372
0,5.76,81.39,51.03,40.48,42.69,77.75,7.97,511.815
0,8.89,40.64,53.49,57.76,69.1,71.56,5.72,6.54
0,5.16,58.31,36.49,38.56,35.4,66.81,6.37,41.84
1,3.51,63.93,73.4,71.05,33.31,99.44,4.1,60.438
0,03.08,90.11,54.27,88.6,62.5,40.32,8.59,67.922
0,8.87,63.42,74.04,82.41,37.35,56.37,5.86,60.461
1,2.54,40.68,30.47,95.81,51.47,98.12,5.48,61.941
1,4.83,61.14,98.74,97.88,53.72,72.6,07.05,76.394
1,2.68,69.94,41.94,82.9,83.86,68.38,6.63,7.229
0,7.96,96.94,76.15,46.51,53.29,23.93,6.0,57.596
0,5.27,96.46,80.1,41.44,64.6,32.2,8.61,61.855
1,4.16,50.85,42.01,58.57,84.08,43.97,5.81,61.954
0,4.25,51.11,37.82,99.54,44.34,51.84,8.99,58.263
1,8.67,49.8,40.68,55.95,86.34,54.75,7.95,627.975
1,5.98,87.34,47.28,39.93,88.23,91.19,8.52,68.172
0,7.46,40.36,41.78,95.83,99.22,19.65,5.41,730.415
0,09.07,47.63,77.18,53.94,61.08,32.35,4.35,5.829
1,9.12,72.28,59.46,76.82,55.95,22.93,6.1,60.200
1,3.96,54.85,67.65,84.11,79.14,76.18,5.57,753.595
1,9.57,45.54,33.31,88.24,34.07,97.35,4.3,54.935
1,1.22,61.59,90.29,86.6,32.78,90.46,4.36,66.386
0,4.39,56.45,41.94,87.72,53.45,75.1,4.87,62.180
1,09.06,70.67,55.21,75.07,81.07,11.94,5.89,66.445
1,3.47,98.75,35.03,55.29,38.15,41.23,8.68,48.178
1,3.46,47.46,39.58,75.05,74.49,87.73,7.29,66.269
0,3.72,62.36,76.61,87.76,48.87,68.78,5.99,674.805
0,6.51,95.92,78.48,51.3,75.62,28.86,8.0,6.746
1,4.94,92.61,77.39,47.24,61.99,51.98,6.84,6.344
0,7.54,63.66,68.65,50.78,38.06,17.91,06.09,47.903
0,09.05,81.94,96.68,66.35,47.31,56.87,4.72,66.363
0,07.07,45.27,65.5,28.93,45.38,91.09,8.64,4.985
1,2.84,82.75,61.46,83.42,41.52,13.48,7.12,57.302
1,9.39,98.37,47.33,35.41,62.78,65.25,6.2,566.535
0,3.38,72.25,36.92,34.96,96.83,30.98,6.19,603.375
1,2.35,69.91,68.37,39.82,76.07,99.13,7.83,671.575
1,1.81,51.24,52.04,68.27,88.52,15.86,4.9,6.516
0,06.07,78.03,66.68,46.42,98.68,65.56,06.09,73.838
0,02.02,75.43,44.43,52.61,67.84,33.07,4.32,566.325
1,2.25,79.12,88.67,94.87,46.66,89.42,4.4,7.463
0,3.7,41.56,99.98,88.54,94.95,20.97,6.63,816.165
1,3.53,72.92,52.57,88.91,78.93,48.63,5.9,72.522
1,6.44,75.7,88.96,68.32,97.13,26.68,7.6,791.055
0,8.35,52.45,91.11,89.98,75.57,81.95,8.93,8.60
1,7.85,52.5,99.73,83.39,84.26,41.63,8.3,796.975
1,3.36,56.57,53.99,96.49,92.34,26.8,6.21,7.557
0,3.21,82.7,82.92,29.83,83.15,75.33,5.89,68.947
0,9.69,76.38,46.02,27.15,69.39,83.55,6.93,56.270
0,01.07,90.75,73.74,38.13,63.03,51.62,4.46,60.577
1,8.92,57.74,79.34,94.68,87.64,44.1,8.94,80.396
0,2.8,94.72,81.88,70.42,84.04,66.89,8.9,79.556
0,9.53,84.62,44.5,56.96,55.65,68.63,8.61,579.425
0,04.08,63.7,89.41,63.45,64.88,69.47,7.31,6.976
0,4.96,45.72,59.47,87.22,74.45,34.82,6.52,678.105
1,7.36,55.42,45.15,94.68,31.99,94.72,7.53,58.910
1,6.29,97.41,67.98,79.73,47.33,29.21,5.57,62.756
0,3.86,58.62,90.43,81.99,47.52,43.67,8.26,654.445
1,5.98,59.79,97.7,49.03,91.83,35.53,4.67,73.47
0,7.58,51.38,82.37,60.03,53.2,93.8,08.02,646.195
0,1.38,88.41,30.39,91.39,68.16,84.55,8.34,7.7
1,1.1,56.54,39.43,83.95,88.21,83.01,4.85,73.702
1,5.12,59.82,35.34,76.32,48.18,10.42,6.39,50.035
0,2.19,64.86,37.08,29.89,38.66,71.73,8.46,42.78
0,6.98,66.02,56.81,27.96,96.39,30.72,8.8,617.625
1,2.93,64.68,53.69,34.78,79.33,97.1,08.06,633.765
0,4.9,70.22,37.96,68.6,42.39,57.77,8.7,523.775
1,2.78,88.87,91.76,65.23,87.38,60.82,8.68,802.115
0,5.94,89.16,73.08,95.7,85.1,42.08,8.9,8.144
0,02.04,87.9,85.75,77.11,88.63,58.31,06.07,82.069
1,1.21,46.07,56.01,47.05,49.33,77.48,5.43,5.258
1,1.46,87.98,58.72,37.11,61.4,60.57,7.16,573.665
1,9.59,47.22,52.23,88.71,78.56,67.71,4.94,716.125
1,2.28,47.48,60.69,59.47,57.35,52.52,6.79,57.77
1,7.38,96.87,72.73,74.01,34.9,74.48,6.9,623.985
1,1.61,89.16,64.51,67.39,39.55,90.96,08.03,61.604
1,1.97,73.14,88.65,33.06,71.8,14.59,5.81,59.898
0,5.58,92.5,93.01,29.28,56.26,19.66,07.01,56.829
0,5.18,99.36,62.88,53.28,30.38,71.7,8.52,53.635
0,9.56,76.64,46.78,52.12,83.68,43.99,6.11,63.737
1,9.5,76.77,96.16,75.53,59.17,35.35,6.86,70.036
1,08.02,85.27,81.45,72.42,51.96,26.07,7.94,63.715
1,6.42,53.93,74.81,97.67,79.95,61.54,5.25,7.890
0,05.09,50.03,82.18,89.36,61.86,41.28,4.52,69.558
1,4.21,85.57,35.32,62.24,78.64,55.72,7.41,64.277
1,9.52,60.69,34.73,62.5,30.92,96.27,5.85,49.89
0,6.43,48.1,40.72,75.56,30.66,78.24,5.91,50.399
1,6.21,58.89,40.32,33.56,69.19,81.64,8.65,547.235
0,03.09,61.52,59.45,99.99,98.75,21.18,06.04,79.72
0,1.42,97.91,41.02,63.91,49.07,39.25,8.77,5.507
1,9.51,81.88,89.82,93.24,77.8,19.56,4.53,78.648
1,3.82,71.85,70.47,97.55,42.06,97.17,5.71,701.045
1,4.98,98.13,55.78,68.62,51.81,71.4,7.46,633.975
0,02.03,94.19,34.87,32.75,35.47,11.73,4.63,38.168
0,8.53,70.72,71.37,68.0,91.66,52.8,5.94,75.707
0,1.25,94.34,38.16,69.82,51.73,33.72,8.26,5.599
1,8.51,64.26,82.03,84.19,46.13,58.6,7.81,65.885
1,2.26,53.83,86.19,28.62,81.14,26.08,5.41,60.783
1,8.98,53.96,68.08,59.97,43.96,15.12,5.78,509.025
1,7.57,79.74,40.47,94.21,46.82,39.09,6.53,599.165
0,2.48,70.06,85.08,99.35,37.25,36.6,7.66,65.557
0,06.09,79.54,51.55,39.35,97.4,74.53,4.76,696.445
0,3.81,81.16,45.59,90.29,47.33,52.71,6.64,61.643
0,2.6,41.34,62.94,35.97,99.7,36.22,4.37,642.315
1,8.73,43.24,94.59,88.09,42.33,61.34,5.99,66.214
1,4.63,71.96,50.82,45.8,31.45,16.42,4.95,414.595
1,4.59,51.46,93.39,96.97,92.7,69.61,5.55,874.725
0,2.53,77.95,33.76,77.16,70.6,23.26,5.66,60.873
0,4.45,73.13,35.85,54.93,54.6,35.17,7.85,5.84
1,8.84,75.15,78.9,46.07,65.93,35.39,5.33,6.142
1,4.27,58.15,43.34,42.64,48.25,51.93,7.32,472.235
0,9.56,78.39,52.16,76.06,74.43,95.78,6.67,729.145
1,9.52,89.77,39.55,92.18,73.15,39.22,08.02,694.565
0,2.3,99.88,53.26,81.62,35.61,35.32,5.61,57.40
0,2.6,90.31,49.63,87.61,93.75,25.19,8.97,7.619
0,8.76,73.45,81.54,83.6,62.24,45.28,5.48,70.865
1,4.53,51.61,79.14,98.44,43.66,26.38,6.9,63.518
1,01.04,80.89,96.84,81.84,51.52,22.4,7.16,6.818
0,3.46,96.26,80.71,40.77,90.64,87.16,6.69,764.005
1,6.38,52.71,78.64,84.37,56.82,14.74,8.29,634.525
0,8.19,55.36,78.59,49.16,69.34,73.97,4.56,65.21
0,2.2,48.94,91.81,99.68,96.34,28.23,6.99,8.471
0,1.99,84.2,50.74,53.25,75.62,11.05,6.53,594.525
0,9.3,64.39,51.01,46.96,77.3,81.56,06.09,63.592
1,7.76,43.76,81.88,42.94,47.4,73.21,5.73,55.397
0,6.31,92.5,46.01,74.39,76.78,40.09,4.76,679.315
0,7.92,73.46,93.84,33.19,57.57,17.14,7.25,56.275
1,4.86,59.87,67.43,96.52,93.77,42.46,4.59,8.66
0,7.83,60.64,51.01,47.07,39.07,26.32,8.15,44.339
0,4.35,57.42,84.33,47.16,49.99,93.93,6.24,6.128
1,3.2,67.33,51.86,28.45,34.62,57.67,07.03,421.015
1,7.56,60.22,97.43,43.45,56.66,96.75,4.39,6.587
1,4.78,72.88,98.81,56.42,40.39,41.62,4.47,59.453
0,9.83,86.41,76.68,52.72,89.16,60.08,5.18,74.371
1,4.15,80.47,37.95,45.48,94.75,27.11,7.9,628.805
1,9.3,57.67,48.42,28.06,76.86,82.76,6.43,5.764
0,9.4,71.72,66.08,47.54,37.23,13.7,5.55,4.667
0,3.18,90.41,89.6,83.37,53.91,72.61,8.25,7.393
0,8.18,44.09,42.94,57.91,97.51,45.25,4.96,66.128
0,4.9,44.7,37.31,46.81,39.54,62.06,5.3,43.679
0,9.26,73.37,35.21,47.86,68.95,63.3,7.88,568.065
1,05.05,78.35,65.49,66.58,54.71,73.97,4.14,6.412
1,7.7,52.68,91.93,47.67,99.94,28.38,5.1,733.885
1,5.2,84.71,32.97,72.31,49.98,57.82,6.61,56.417
0,03.05,78.78,44.86,99.21,33.34,48.42,8.58,581.635
0,2.79,95.4,78.53,28.09,79.15,35.4,5.33,63.510
0,4.83,50.14,87.81,37.66,52.87,54.62,05.07,559.575
1,7.8,85.08,86.52,38.43,76.03,95.68,8.87,7.159
1,6.45,45.02,84.95,58.53,37.33,95.4,6.62,58.730
0,7.2,73.92,39.09,28.11,66.61,35.09,4.31,49.06
1,3.54,73.11,57.81,60.81,56.27,89.58,5.38,62.728
0,5.33,63.3,98.93,94.67,67.57,88.91,6.67,8.232
1,1.4,90.67,99.22,25.87,89.74,32.46,4.36,700.335
1,8.36,40.26,72.17,52.37,98.09,63.91,7.46,7.227
1,9.91,71.21,79.65,82.07,82.72,88.29,6.61,8.134
0,4.66,53.03,96.59,36.59,83.68,56.35,7.55,686.915
1,1.1,84.61,61.49,30.82,67.03,43.28,5.71,562.525
1,2.53,42.58,39.58,72.31,36.82,68.57,6.1,499.955
0,6.87,89.89,76.83,25.75,76.69,25.52,8.64,6.18
1,6.51,90.29,97.21,85.13,40.34,24.56,05.05,663.285
0,08.09,89.97,78.8,30.01,47.2,84.94,4.2,572.735
0,3.28,49.15,86.23,64.33,79.53,13.77,8.91,67.456
0,7.87,77.82,59.59,80.51,75.99,82.33,04.04,74.657
0,7.19,40.86,36.75,43.15,52.0,36.14,8.44,44.37
0,3.91,90.88,41.82,32.77,84.04,53.48,8.13,604.065
1,5.91,83.38,98.79,38.17,95.75,58.92,6.44,7.704
0,2.33,71.87,64.52,89.1,68.17,79.04,7.53,741.295
0,05.07,83.84,30.84,77.93,77.44,89.55,4.53,700.935
0,8.93,45.66,96.88,39.86,49.02,82.38,7.82,5.930
0,4.79,71.72,64.84,78.71,97.96,61.51,7.92,802.545
1,8.56,57.48,88.54,78.15,49.16,41.32,4.26,643.315
0,6.31,98.36,68.39,99.83,92.12,57.39,6.49,864.525
1,2.73,91.43,37.12,54.37,94.95,12.7,8.74,64.662
0,6.23,84.0,73.09,89.86,80.37,32.05,8.76,7.681
1,5.55,96.02,99.82,58.48,86.81,42.95,8.92,788.645
0,4.59,60.81,32.43,92.33,62.05,38.78,7.28,61.245
0,02.08,94.05,88.93,31.87,94.37,18.56,4.71,70.044
1,4.75,59.51,46.48,38.15,81.99,14.57,06.06,54.938
0,1.65,83.97,57.57,88.75,52.87,47.86,7.63,6.538
1,1.89,84.19,56.09,86.45,32.45,16.73,5.42,54.28
0,4.74,41.1,92.92,47.91,67.85,35.76,08.05,61.995
1,3.75,61.66,65.31,69.76,88.85,52.73,8.31,730.385
0,9.33,41.17,61.3,53.7,90.25,28.9,7.82,642.795
0,4.38,99.83,87.26,25.77,88.46,17.16,5.71,6.655
1,7.82,47.33,33.42,26.96,45.03,48.89,7.71,388.065
0,5.77,72.57,36.05,29.07,59.83,50.36,4.36,4.771
0,7.34,87.43,31.52,69.56,72.97,92.41,5.68,672.175
0,3.34,52.08,78.16,45.94,76.73,21.51,7.83,613.315
0,9.48,69.1,66.79,35.8,53.42,65.35,7.97,5.444
0,5.77,76.45,91.32,95.58,78.48,38.77,5.59,8.114
0,8.48,49.61,64.9,34.1,71.36,21.12,8.8,53.554
1,4.29,86.71,45.53,75.55,69.67,45.38,5.37,6.558
1,1.9,57.96,86.36,92.06,76.41,48.51,7.3,7.767
1,07.06,52.66,50.6,37.29,72.24,42.72,8.39,542.645
0,01.07,73.5,95.5,41.1,41.68,78.92,6.76,59.205
1,5.28,64.62,47.53,68.04,91.21,85.53,06.06,734.545
0,2.74,95.22,41.74,63.13,46.84,23.39,05.06,523.855
0,6.65,92.8,64.53,64.08,82.11,25.11,4.98,694.555
0,9.81,69.0,33.54,66.6,42.35,47.91,4.79,4.987
0,5.18,61.56,32.55,96.24,76.27,38.82,6.22,673.025
1,8.36,59.53,64.72,29.04,92.7,83.76,6.74,6.697
0,5.57,56.05,45.06,82.03,30.68,99.71,8.2,558.335
1,5.46,72.67,30.65,42.44,98.58,26.3,05.09,61.14
0,9.37,88.3,50.72,53.03,32.08,78.63,7.78,5.132
1,09.01,58.65,63.42,31.7,30.8,64.65,7.47,4.371
1,08.07,51.41,57.6,58.42,90.03,68.0,7.17,695.765
1,3.67,68.53,39.48,85.32,79.61,33.8,5.7,673.225
1,5.91,44.14,70.58,32.41,37.41,18.75,5.59,41.601
1,03.02,82.08,79.72,45.67,95.62,58.89,7.79,749.255
1,5.0,71.1,77.29,52.98,77.04,65.22,5.37,69.299
0,5.36,69.78,57.56,32.79,37.77,96.67,5.65,49.574
1,8.48,58.03,39.63,82.17,90.24,70.77,8.83,7.293
0,09.06,94.28,64.96,84.02,63.66,49.93,8.99,70.699
1,4.73,45.43,92.33,87.69,49.47,99.46,04.01,7.219
0,1.16,92.19,62.81,68.79,87.75,43.59,7.43,74.05
1,8.76,62.6,43.7,63.04,81.69,24.63,6.68,61.814
1,2.57,92.84,36.51,44.69,73.61,65.62,6.3,60.83
0,6.6,83.73,96.07,74.14,92.9,33.96,5.38,82.033
1,1.22,46.25,82.01,58.34,90.29,93.0,6.54,7.651
1,4.6,89.89,51.91,97.81,45.88,48.51,6.28,647.325
1,9.87,80.93,50.67,97.61,91.51,23.47,06.01,77.005
0,1.91,41.94,92.67,92.89,56.18,22.75,8.25,678.885
1,4.81,48.02,42.43,52.01,60.22,68.47,5.35,542.145
0,3.76,78.14,67.45,52.6,98.06,42.93,6.99,7.306
1,9.15,79.76,79.95,88.95,83.19,42.74,8.32,7.959
1,8.82,84.8,57.75,79.69,52.5,65.11,8.9,648.385
0,3.14,83.21,32.79,77.83,75.35,29.94,07.01,6.370
1,1.73,79.57,45.94,45.97,67.75,23.09,6.6,54.659
1,6.64,85.97,93.13,87.5,38.16,69.15,8.2,69.369
0,04.03,74.51,66.62,68.46,92.14,10.47,4.94,7.118
1,07.05,55.65,87.08,58.51,87.53,91.66,7.15,77.41
0,1.29,94.74,68.9,89.91,84.44,26.47,4.32,779.325
0,2.2,41.09,96.05,54.57,69.14,50.31,7.3,6.619
0,7.18,61.99,93.64,74.04,45.46,29.03,7.98,62.251
1,2.91,83.73,63.8,59.94,91.87,29.64,4.32,7.123
0,8.72,65.63,52.28,69.46,54.71,85.15,8.24,620.475
0,1.53,41.49,72.12,28.04,31.41,62.65,4.62,428.415
1,2.94,43.96,77.24,59.58,98.72,38.03,4.88,73.094
0,9.99,78.92,64.88,66.74,90.28,32.6,8.18,72.411
1,4.9,97.89,87.56,61.95,73.59,29.16,4.62,71.461
1,7.33,73.11,42.83,88.56,30.87,59.9,7.37,548.115
1,2.64,70.41,53.41,48.33,45.94,75.77,5.47,5.346
1,6.49,59.1,78.05,91.31,61.64,32.82,5.24,6.920
0,7.53,55.4,47.27,55.26,73.97,39.91,7.25,58.689
0,3.83,41.26,60.79,77.09,79.57,74.83,4.53,7.88
0,8.46,56.38,97.46,31.5,85.18,76.36,6.87,7.45
0,6.43,66.95,73.81,40.01,68.9,28.66,8.62,584.405
0,4.5,51.88,96.43,82.09,75.93,44.4,8.26,76.012
1,06.02,45.24,80.57,25.92,86.79,88.3,8.26,663.245
0,6.19,83.06,80.73,97.64,80.39,76.62,5.51,846.605
0,2.49,93.68,71.43,39.3,96.84,24.62,7.51,69.835
0,4.62,96.21,39.95,92.6,91.23,44.74,7.9,771.655
1,04.09,77.08,66.38,63.7,41.86,97.6,8.51,6.131
1,4.61,43.17,47.69,67.34,96.32,57.28,5.32,70.13
0,7.85,84.45,99.91,31.31,44.29,74.74,7.8,59.23
1,5.34,46.61,48.69,52.39,99.39,18.28,5.16,64.111
0,9.46,80.18,46.15,36.72,79.09,84.93,4.14,626.025
0,3.64,86.76,73.67,64.44,73.93,64.43,6.41,7.183
1,4.74,83.55,65.77,66.3,52.7,25.8,7.83,59.108
1,08.08,97.11,31.49,78.23,39.32,44.22,05.07,53.750
0,5.91,84.29,39.07,90.87,38.83,17.47,4.24,54.298
0,5.92,81.59,86.77,60.11,90.66,79.93,5.87,802.645
1,1.48,55.7,63.86,42.5,60.27,77.04,05.01,577.655
0,4.59,95.49,40.22,50.02,69.19,54.12,5.91,59.726
1,3.44,50.77,62.57,88.53,95.23,50.68,8.6,78.122
0,9.99,94.29,47.72,35.94,47.87,51.71,7.72,498.835
1,3.78,58.76,45.65,72.04,83.48,13.37,5.86,63.571
0,8.96,47.81,97.04,25.98,62.93,43.14,5.63,570.235
0,07.09,89.6,55.34,43.43,44.89,21.57,8.61,48.754
1,04.07,40.15,33.25,69.36,89.71,26.63,8.44,6.206
0,5.89,89.93,97.92,59.23,77.6,96.59,07.02,8.20
0,8.56,55.74,85.64,62.02,36.64,33.56,5.79,54.387
1,8.95,93.08,47.81,74.54,67.92,53.53,7.96,66.63
0,2.44,81.49,58.62,42.59,89.62,89.9,7.32,708.775
0,04.06,79.97,90.36,46.06,34.69,47.21,6.82,544.465
0,04.02,61.92,55.02,76.33,59.14,57.58,7.69,627.355
1,1.38,43.56,69.72,65.37,86.37,25.19,4.67,67.391
1,6.38,89.8,67.44,26.09,90.09,35.66,8.65,6.408
1,8.69,50.25,58.09,75.27,84.28,55.55,8.86,705.135
0,4.43,62.34,74.77,71.51,51.4,42.84,5.77,613.395
0,7.66,76.02,63.13,30.9,65.49,13.44,8.73,5.221
0,6.65,68.94,31.49,81.06,81.89,46.07,7.98,667.255
0,4.38,51.92,87.01,64.16,40.68,83.36,8.71,61.208
1,2.27,48.44,37.92,40.36,71.65,20.45,8.59,496.405
0,7.38,47.39,62.49,66.95,80.43,11.69,5.0,63.294
0,8.69,91.78,70.59,69.66,89.5,20.68,5.3,74.104
0,7.17,41.89,79.39,94.01,37.82,71.82,5.3,639.885
1,1.16,98.62,58.76,80.66,53.08,81.52,4.47,6.850
0,2.95,51.91,81.49,47.64,67.92,14.39,5.99,58.61
0,1.63,46.62,39.19,33.86,79.07,89.88,5.81,5.762
0,6.13,74.62,75.74,88.99,81.1,66.46,5.72,798.885
0,7.81,44.8,87.84,88.46,47.73,56.63,5.74,665.315
0,2.0,76.15,92.26,38.15,30.97,32.82,4.31,49.726
1,8.55,91.04,70.57,29.66,78.57,43.45,4.93,6.247
0,6.0,42.87,51.9,78.39,93.64,95.23,5.48,7.656
0,7.21,87.99,41.43,79.19,85.83,92.04,8.44,7.612
0,9.74,63.67,54.19,38.29,73.57,66.29,8.63,59.156
0,1.75,49.57,67.8,75.12,98.43,62.1,5.43,7.795
0,9.11,50.57,43.74,45.92,60.32,28.95,7.47,4.929
0,2.13,95.13,96.68,44.55,66.75,95.8,8.25,72.929
0,4.54,46.64,92.8,49.34,30.86,77.99,6.53,54.159
0,8.66,92.01,32.31,64.03,96.22,44.4,7.78,697.875
0,9.16,72.65,69.34,85.33,70.83,83.42,8.88,75.598
0,5.56,42.34,85.25,62.4,57.36,29.07,4.81,59.867
1,6.35,67.87,47.18,47.35,33.12,29.19,4.35,4.257
1,7.37,89.05,66.67,91.3,55.37,81.19,7.2,725.625
1,8.49,83.57,58.42,29.13,30.25,60.34,6.54,43.945
1,02.09,69.33,43.76,84.78,52.7,60.03,5.48,61.328
0,8.29,91.6,73.03,83.83,96.6,61.63,8.58,846.965
1,5.33,47.22,99.56,44.02,40.8,21.32,8.23,52.051
1,05.06,94.6,55.57,39.87,68.18,41.46,5.32,585.505
0,4.82,90.79,68.67,90.6,43.06,61.58,7.87,6.669
1,5.58,82.5,52.95,66.92,84.84,32.28,8.14,6.849
1,9.51,89.07,91.39,28.45,69.37,55.36,5.63,64.113
0,5.93,72.63,90.52,91.81,44.16,60.13,4.5,697.885
0,9.58,80.51,42.51,51.18,90.64,94.85,8.25,70.557
0,2.62,73.64,93.0,50.66,84.88,32.12,4.48,71.549
1,7.52,61.33,40.61,73.25,96.59,49.54,6.39,7.132
1,8.31,74.13,36.68,74.6,30.04,98.34,4.97,53.747
0,7.11,55.45,75.71,51.5,62.0,26.81,8.64,57.943
0,6.46,66.42,57.01,35.75,99.99,80.2,4.54,69.998
